group_id	prompt	win_utt	win_wav	lose_utt	lose_wav	input_num_candidates	num_candidates	dedupe_dropped_audio	final_pair_best_votes	final_pair_avg_margin	final_pair_avg_confidence
cer2_014_000007	收到，信息已录入。 关于您朋友身故的赔偿，我们需要您后续提供死亡证明和户籍注销证明；您本人的骨折住院，请保留好所有的门诊病历、住院发票和费用清单。	cer2_014_000007_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000007_029.wav	cer2_014_000007_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_014_000007_024.wav	60	30	30	3	4.0	5.0
cer_001270	我们目前有多种短时流量包供您选择。	cer_001270_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001270_029.wav	cer_001270_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001270_014.wav	30	30	0	3	2.3333	5.0
cer2_005_000011	流量真的够分吗？我怕孩子刷视频把我的流量都扣光了。	cer2_005_000011_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000011_018.wav	cer2_005_000011_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000011_026.wav	60	30	30	3	3.6667	5.0
cer_000047	好的，请您提供详细的安装地址。	cer_000047_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000047_026.wav	cer_000047_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000047_011.wav	30	30	0	3	2.0	5.0
cer2_005_000007	听起来还行，但办新卡是不是很麻烦？还要去营业厅排队吧？	cer2_005_000007_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000007_018.wav	cer2_005_000007_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000007_015.wav	60	30	30	2	3.5	5.0
cer_000753	好的，刘先生。	cer_000753_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000753_004.wav	cer_000753_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000753_029.wav	30	30	0	2	2.3333	5.0
cer_000210	是的，月包在到期后会自动续订。	cer_000210_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000210_023.wav	cer_000210_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000210_004.wav	30	30	0	3	3.6667	5.0
cer_000752	或拨打当地的紧急服务电话。	cer_000752_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000752_025.wav	cer_000752_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000752_002.wav	30	30	0	3	3.0	4.6667
cer_000045	我理解您的顾虑。	cer_000045_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000045_021.wav	cer_000045_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000045_025.wav	30	30	0	3	2.3333	4.3333
cer_001268	请问您需要查询的是本月还是上个月的流量呢？	cer_001268_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001268_007.wav	cer_001268_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001268_028.wav	30	30	0	3	4.0	5.0
cer_000046	您可以根据您的需求选择合适的套餐。	cer_000046_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000046_024.wav	cer_000046_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000046_007.wav	30	30	0	2	1.6667	5.0
cer_000380	套餐外语音费八元。	cer_000380_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000380_005.wav	cer_000380_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000380_010.wav	30	30	0	3	3.6667	5.0
cer_001105	杨先生，您本月总共用了二十四季的数据流量。	cer_001105_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001105_001.wav	cer_001105_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001105_014.wav	30	30	0	3	4.0	5.0
cer2_005_000010	针对您提到的情况，如果您家人的号码本身就是咱们移动的，我们可以尝试办理“副卡绑定”；如果是新办卡，我们可以为您筛选一个和您主卡尾数接近的“家庭对号”，这样也比较好记。	cer2_005_000010_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000010_026.wav	cer2_005_000010_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000010_015.wav	60	30	30	3	3.0	4.6667
cer_001457	工单信息中的联系电话不会自动更新。	cer_001457_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001457_010.wav	cer_001457_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001457_018.wav	30	30	0	3	3.0	4.6667
cer_000914	很抱歉，我目前无法提供车险报案服务。	cer_000914_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000914_028.wav	cer_000914_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000914_015.wav	30	30	0	3	3.0	5.0
cer_001456	没关系，郑先生。	cer_001456_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001456_021.wav	cer_001456_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001456_027.wav	30	30	0	3	3.0	5.0
cer_000747	是的，您本月已经使用了二十四季流量。	cer_000747_013	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000747_013.wav	cer_000747_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000747_025.wav	30	30	0	3	4.0	5.0
cer_001101	购买方式已经通过短信发送到您的手机。	cer_001101_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001101_001.wav	cer_001101_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001101_024.wav	30	30	0	3	2.6667	4.3333
cer_001455	埃塞俄比亚是非洲东北部的一个国家。	cer_001455_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001455_025.wav	cer_001455_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001455_014.wav	30	30	0	3	2.6667	5.0
cer_000225	李先生，为您查询到。	cer_000225_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000225_015.wav	cer_000225_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000225_002.wav	30	30	0	3	3.0	5.0
cer_001266	抱歉，张先生。	cer_001266_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001266_021.wav	cer_001266_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001266_006.wav	30	30	0	3	2.3333	5.0
cer_000749	二十元二十季、四十八小时和三十元三十季、七十二小时的流量包。	cer_000749_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000749_011.wav	cer_000749_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000749_009.wav	30	30	0	3	2.6667	5.0
cer2_015_000005	您的诉求我已经记录下来了。为了保障您的权益，请问您在购买时是否留存了相关的聊天记录、宣传折页，或者是当时的通话录音等证据？这些对于我们认定销售误导非常重要。	cer2_015_000005_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000005_024.wav	cer2_015_000005_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000005_021.wav	60	30	30	3	3.0	4.6667
cer_001102	没有超出套餐范围。	cer_001102_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001102_029.wav	cer_001102_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001102_024.wav	30	30	0	3	3.6667	4.6667
cer_000576	五元三季、四小时。	cer_000576_003	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000576_003.wav	cer_000576_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000576_004.wav	30	30	0	3	3.3333	5.0
cer2_015_000002	当时他说这是一款理财产品，一年存五万，存够三年就能随时取，利息比银行高多了。结果我现在看合同，这明明是份终身寿险，要是现在取钱还要扣我好几万的手续费！	cer2_015_000002_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000002_006.wav	cer2_015_000002_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000002_028.wav	60	30	30	3	5.0	5.0
cer2_005_000008	这一点请您放心。现在正值我们的惠民服务月，如果您有需要，我可以为您申请“绿色办理通道”。新卡会通过快递直接寄到您家门口，您收到后扫码就能激活，完全不需要跑营业厅。	cer2_005_000008_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000008_024.wav	cer2_005_000008_017	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000008_017.wav	60	30	30	3	3.3333	5.0
cer_000750	明白了。请问您需要办理什么业务？	cer_000750_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000750_027.wav	cer_000750_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000750_023.wav	30	30	0	3	2.6667	4.6667
cer_000219	建议您先确认车辆的损坏情况。	cer_000219_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000219_026.wav	cer_000219_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000219_012.wav	30	30	0	3	3.6667	5.0
cer_000224	您四月的消费金额为一百一十五元。	cer_000224_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000224_028.wav	cer_000224_000	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000224_000.wav	30	30	0	3	4.0	5.0
cer2_015_000006	我哪有录音啊？我就是信任他才买的。但我不管，你们公司必须给我个交代，不然我就去监管部门告你们！	cer2_015_000006_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000006_020.wav	cer2_015_000006_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000006_025.wav	60	30	30	3	2.6667	4.6667
cer_001453	已经为您安排好今天晚上七点的安装服务。	cer_001453_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001453_024.wav	cer_001453_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001453_002.wav	30	30	0	3	3.6667	5.0
cer2_015_000004	对！就是这个意思！他说得天花乱坠的，根本没提“保险”两个字，也没说有风险。我现在就要退钱，一分钱手续费都不能扣！	cer2_015_000004_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000004_022.wav	cer2_015_000004_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000004_026.wav	60	30	30	2	3.5	5.0
cer_000378	好的，请问您需要查询哪个月份的流量信息？	cer_000378_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000378_012.wav	cer_000378_000	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000378_000.wav	30	30	0	3	3.6667	5.0
cer2_005_000006	这正是关键所在。如果您把小孩现在的卡转为这张副卡，每月只需 10 元的月租费，这 10 元钱还是从您主卡余额里扣除，相当于小孩以后不用再自己充话费了。而且，主副卡之间在国内拨打通话是完全免费的，方便您随时联系孩子。	cer2_005_000006_003	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000006_003.wav	cer2_005_000006_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000006_022.wav	60	30	30	3	3.6667	5.0
cer_000221	李先生，您七月总共用了二十一季的数据流量。	cer_000221_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000221_006.wav	cer_000221_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000221_028.wav	30	30	0	3	2.6667	5.0
cer_000573	我需要先了解您的情况。	cer_000573_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000573_014.wav	cer_000573_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000573_029.wav	30	30	0	2	1.0	4.3333
cer_000927	请问您的手机现在有信号吗？	cer_000927_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000927_020.wav	cer_000927_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000927_001.wav	30	30	0	3	3.3333	5.0
cer_001452	请问您是想了解某种设备。	cer_001452_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001452_024.wav	cer_001452_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001452_011.wav	30	30	0	3	4.0	5.0
cer_000923	我帮您查询一下号码归属地信息。	cer_000923_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000923_009.wav	cer_000923_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000923_012.wav	30	30	0	3	4.0	5.0
cer_001279	套餐外流量费十二元。	cer_001279_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001279_022.wav	cer_001279_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001279_007.wav	30	30	0	3	4.0	5.0
cer_001281	欧洲，美洲和全球通用等几种国际漫游套餐。	cer_001281_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001281_018.wav	cer_001281_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001281_006.wav	30	30	0	3	2.0	4.6667
cer2_015_000003	我明白您的意思了，您反映的是业务员在销售过程中存在夸大收益以及未如实告知退保损失的情况，对吗？这对您来说确实是非常关键的信息，我们需要立刻为您核实。	cer2_015_000003_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000003_023.wav	cer2_015_000003_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000003_012.wav	60	30	30	3	3.3333	5.0
cer_000394	您刚才提到车辆被导弹袭击。	cer_000394_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000394_028.wav	cer_000394_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000394_008.wav	30	30	0	3	2.6667	5.0
cer_001454	以及三十元三十季七十二小时有效的短时流量包。	cer_001454_013	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001454_013.wav	cer_001454_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001454_015.wav	30	30	0	2	1.0	4.6667
cer_001277	您可以先确认一下。	cer_001277_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001277_018.wav	cer_001277_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001277_015.wav	30	30	0	3	2.6667	5.0
cer_000055	好的，请问您是想办理套餐降档吗？	cer_000055_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000055_020.wav	cer_000055_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000055_002.wav	30	30	0	3	3.0	5.0
cer2_015_000001	您好，非常理解您现在焦急的心情。我是工号018的服务顾问，请您先别着急，我会全程负责处理您反映的问题。请问具体是哪方面的条款让您觉得和业务员介绍的不符呢？	cer2_015_000001_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000001_024.wav	cer2_015_000001_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_015_000001_014.wav	60	30	30	3	3.3333	4.6667
cer_000574	还是想查询套餐里还包含多少流量呢？	cer_000574_027	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000574_027.wav	cer_000574_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000574_005.wav	30	30	0	3	4.0	5.0
cer_001275	好的。按月计费的国际漫游套餐。	cer_001275_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001275_020.wav	cer_001275_017	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001275_017.wav	30	30	0	3	2.6667	4.6667
cer2_006_000001	减免后每月套餐费用是 20.3 元，享受的是原价 29 元的套餐内容；如果您两年内每月消费能达到 30 元，就能一直享受这个优惠。活动到期后，您可以根据自己的意愿调整套餐，所以您可以放心使用，这是专门针对长期优质用户的回馈福利。	cer2_006_000001_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_006_000001_024.wav	cer2_006_000001_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_006_000001_021.wav	60	30	30	2	3.5	5.0
cer_000053	看看是否能正常使用。	cer_000053_016	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000053_016.wav	cer_000053_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000053_021.wav	30	30	0	3	2.3333	5.0
cer_001098	建议您联系您的保险公司客服。	cer_001098_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001098_026.wav	cer_001098_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001098_011.wav	30	30	0	3	2.6667	5.0
cer_000057	我们继续处理您的I P T V问题。	cer_000057_014	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000057_014.wav	cer_000057_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000057_022.wav	30	30	0	2	1.6667	4.6667
cer_000407	我的职责是为您处理电信业务问题。	cer_000407_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000407_024.wav	cer_000407_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000407_015.wav	30	30	0	3	2.6667	4.6667
cer_000056	其他费用六元。	cer_000056_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000056_028.wav	cer_000056_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000056_020.wav	30	30	0	3	2.3333	5.0
cer_000409	我已为您办理成功。	cer_000409_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000409_025.wav	cer_000409_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000409_018.wav	30	30	0	2	3.0	5.0
cer2_005_000015	听着不错，那你先给我发个短信介绍吧，我和家里人商量下。	cer2_005_000015_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000015_009.wav	cer2_005_000015_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_005_000015_026.wav	60	30	30	2	3.0	5.0
cer_000662	我们针对非洲的漫游资费是八元人民币每GB。	cer_000662_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000662_022.wav	cer_000662_013	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000662_013.wav	30	30	0	3	4.0	5.0
cer_000505	如果您有这方面的疑问。	cer_000505_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000505_021.wav	cer_000505_008	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000505_008.wav	30	30	0	3	2.6667	4.6667
cer2_022_000005	这个您不用担心哈！如果是双方事故，我们会安排专业查勘员现场定责，或者依据交警事故认定书来划分责任比例。您这边无责的话，交强险先赔对方，商业险再按责任比例分摊；您有责的话，我们的三者险最高赔200万，足够覆盖大部分情况，全程我们帮您协调处理，不用您单独扯皮	cer2_022_000005_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_022_000005_029.wav	cer2_022_000005_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_022_000005_028.wav	60	30	30	3	4.0	5.0
cer_000139	现在流量已经打开了。	cer_000139_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000139_009.wav	cer_000139_002	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000139_002.wav	30	30	0	3	4.0	5.0
cer_000474	请问您是想办理一个短期的流量包。	cer_000474_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000474_024.wav	cer_000474_007	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000474_007.wav	30	30	0	3	2.0	4.0
cer2_021_000006	听起还可以，那我现在能买不？有啥子要注意的没得？	cer2_021_000006_019	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_021_000006_019.wav	cer2_021_000006_000	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_021_000006_000.wav	60	30	30	3	4.0	5.0
cer2_004_000014	王先生，其实每天平均下来不到五毛钱。用这不到五毛钱换来全家一整天的网络畅通，避免在关键时刻断网或卡顿，其实是非常划算的。您可以先试用三个月，如果觉得提升不明显，后续可以随时调整。	cer2_004_000014_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_004_000014_001.wav	cer2_004_000014_017	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_004_000014_017.wav	60	30	30	3	4.0	5.0
cer_000491	还是无法使用wifi呢？	cer_000491_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000491_022.wav	cer_000491_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000491_012.wav	30	30	0	2	1.3333	4.6667
cer2_001_000012	您不用客气。这样吧，这边帮您提交一个查询工单去后台核实，后续会有专员给您回电处理，请您留意接听一下电话。	cer2_001_000012_028	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_001_000012_028.wav	cer2_001_000012_006	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_001_000012_006.wav	60	30	30	3	3.0	4.6667
cer2_009_000007	好的。办理换号补领，您本人只需要携带二代居民身份证原件，前往咱们银行任意一个营业网点就可以办理了。	cer2_009_000007_018	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_009_000007_018.wav	cer2_009_000007_011	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer2_009_000007_011.wav	60	30	30	2	3.0	5.0
cer_000509	我是一个人工智能客服。	cer_000509_021	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000509_021.wav	cer_000509_001	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000509_001.wav	30	30	0	3	2.6667	4.6667
cer_000320	好的。那请问您是遇到了手机无法上网的问题吗？	cer_000320_024	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000320_024.wav	cer_000320_000	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000320_000.wav	30	30	0	3	3.6667	5.0
cer_001209	可以的。请问您是想查询当前的流量使用情况。	cer_001209_012	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001209_012.wav	cer_001209_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001209_029.wav	30	30	0	3	3.0	5.0
cer_000679	请问您主要用来上网做些什么呢？	cer_000679_010	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000679_010.wav	cer_000679_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000679_022.wav	30	30	0	3	4.0	5.0
cer_000672	请问您需要办理什么业务？	cer_000672_023	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000672_023.wav	cer_000672_025	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000672_025.wav	30	30	0	3	4.0	5.0
cer_000843	十元二十季、十二小时。	cer_000843_020	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000843_020.wav	cer_000843_015	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000843_015.wav	30	30	0	3	2.3333	5.0
cer_001178	还是需要我继续为您查询？	cer_001178_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001178_004.wav	cer_001178_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001178_029.wav	30	30	0	3	3.6667	5.0
cer_001024	还是想了解最新的优惠活动呢？	cer_001024_009	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001024_009.wav	cer_001024_022	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001024_022.wav	30	30	0	3	3.3333	5.0
cer_001020	您可以登录中国电信的官方A P P或网站查看详细的活动规则。	cer_001020_004	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001020_004.wav	cer_001020_029	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_001020_029.wav	30	30	0	3	4.0	5.0
cer_000846	我们目前有两元一季、四小时。	cer_000846_026	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000846_026.wav	cer_000846_005	/home/work_nfs22/hkxie/data/kefu/midterm_data/cer_000846_005.wav	30	30	0	3	2.6667	4.3333
